建檔日期	客戶名稱	業務	產業別	產品	數量	單價	合計
2013/3/30	X原X技	梓翔	資訊業	鬱金香	46	235	10810
2013/3/5	X大學	瑤瑤	學校	百合花	28	90	2520
2013/7/24	X東工專	玉文	學校	百合花	74	90	6660
2013/7/5	X技術	梓翔	學校	百合花	81	90	7290
2013/10/15	XXX商業銀行	怡文	金融業	玫瑰花	60	180	10800
2013/2/24	海X	瑤瑤	政府機關	百合花	53	90	4770
2013/1/16	X水X	梓翔	政府機關	鬱金香	35	235	8225
2013/3/20	XXX小	瑤瑤	學校	鬱金香	92	235	21620
2013/7/24	X關稅局	瑤瑤	政府機關	百合花	48	90	4320
2013/2/20	XX銀行	怡文	金融業	玫瑰花	51	180	9180
2013/1/27	XX銀行	梓翔	金融業	玫瑰花	34	180	6120
2013/10/4	XXX壽	怡文	金融業	鬱金香	72	235	16920
2013/9/24	XX部	惠民	資訊業	百合花	1	90	90
2013/2/16	金X證券	宏澤	金融業	玫瑰花	62	180	11160
2013/2/1	金X證券	宏澤	金融業	鬱金香	80	235	18800
2013/12/6	X山企業	玉文	資訊業	康乃馨	10	50	500
2013/1/19	XX資安	瑤瑤	資訊業	杜鵑花	45	40	1800
2013/3/5	XX資訊	玉文	資訊業	百合花	7	90	630
2013/8/2	X聯X	怡文	資訊業	百合花	98	90	8820
2013/8/13	X博物院	玉文	政府機關	玫瑰花	45	180	8100
2013/8/1	XXX技	宏澤	金融業	百合花	98	90	8820
2013/2/11	XX部	怡文	政府機關	鬱金香	6	235	1410
2013/2/24	X記洋行	宏澤	服務業	杜鵑花	55	40	2200
2013/2/5	XX麗X	玉文	製造業	杜鵑花	52	40	2080
2013/3/9	X泛X	梓翔	服務業	玫瑰花	69	180	12420
2013/5/18	X客多	宏澤	服務業	玫瑰花	81	180	14580
2013/3/19	和X超媒體	宏澤	服務業	鬱金香	62	235	14570
2013/4/25	X翔倉儲	玉文	服務業	百合花	85	90	7650
2013/8/3	X來水處	玉文	政府機關	玫瑰花	42	180	7560
2013/8/31	網XX技	梓翔	資訊業	鬱金香	22	235	5170
2013/8/9	XX資安	梓翔	資訊業	康乃馨	39	50	1950
2013/6/29	X陽工業	梓翔	服務業	杜鵑花	66	40	2640
2013/8/16	X市X生局	梓翔	政府機關	百合花	19	90	1710
2013/7/27	茂X	瑤瑤	製造業	百合花	54	90	4860
2013/5/14	中X探採	怡文	製造業	玫瑰花	19	180	3420
2013/9/6	X特汽車	瑤瑤	製造業	百合花	96	90	8640
2013/8/15	X財產局	瑤瑤	政府機關	鬱金香	31	235	7285
2013/4/26	X半導體	宏澤	製造業	杜鵑花	11	40	440
